,client_id,time_step_1,time_step_2,time_step_3,time_confirm,Variation,total_time
4676,1488806,14.0,7.0,64.0,59.0,Control,144.0
4677,4590720,53.0,52.0,91.0,207.0,Control,403.0
4678,6465512,9.0,35.0,172.0,1349.0,Test,1565.0
4679,7904770,4.0,11.0,47.0,19.0,Test,81.0
4680,5508444,6.0,23.0,38.0,26.0,Test,93.0
4681,9578246,13.0,24.0,22.0,33.0,Test,92.0
4682,7042886,12.0,9.0,133.0,48.0,Control,202.0
4683,2065266,4.0,8.0,77.0,17.0,Test,106.0
4684,6137896,14.0,7.0,28.0,87.0,Control,136.0
4685,970290,17.0,29.0,222.0,63.0,Test,331.0
4686,9529062,13.0,7.0,107.0,98.0,Control,225.0
4687,5512076,11.0,98.0,80.0,206.0,Test,395.0
4688,3747619,3.0,8.0,75.0,26.0,Test,112.0
4689,462526,56.0,6.0,91.0,202.0,Test,355.0
4690,1392294,19.0,19.0,28.0,42.0,Control,108.0
4691,9420825,6.0,59.0,24.0,137.0,Test,226.0
4692,5114958,5.0,15.0,44.0,28.0,Test,92.0
4693,9560978,5.0,21.0,72.0,76.0,Test,174.0
4694,8563982,59.0,44.0,175.0,62.0,Control,340.0
4695,3052460,7.0,45.0,99.0,42.0,Control,193.0
4696,2807656,5.0,30.0,68.0,79.0,Test,182.0
4697,7647547,8.0,18.0,64.0,63.0,Test,153.0
4698,1251242,26.0,16.0,63.0,51.0,Control,156.0
4699,8375225,25.0,24.0,182.0,117.0,Control,348.0
4700,970695,3.0,10.0,250.0,36.0,Test,299.0
4701,5067978,5.0,7.0,44.0,182.0,Test,238.0
4702,3800969,5.0,8.0,48.0,16.0,Test,77.0
4703,2399201,33.0,53.0,51.0,126.0,Control,263.0
4704,1766394,8.0,12.0,68.0,80.0,Control,168.0
4705,2293046,8.0,5.0,76.0,75.0,Control,164.0
4706,3599890,10.0,35.0,24.0,55.0,Test,124.0
4707,4687142,13.0,79.0,63.0,34.0,Test,189.0
4708,9620424,33.0,23.0,120.0,120.0,Test,296.0
4709,160144,15.0,87.0,54.0,266.0,Test,422.0
4710,3134968,54.0,84.0,228.0,87.0,Control,453.0
4711,6166472,324.0,25.0,154.0,79.0,Test,582.0
4712,3572257,13.0,5.0,62.0,57.0,Control,137.0
4713,6590312,45.0,8.0,47.0,36.0,Control,136.0
4714,4417192,14.0,32.0,112.0,27.0,Test,185.0
4715,8051597,18.0,4.0,36.0,31.0,Control,89.0
4716,1940744,6.0,55.0,17.0,68.0,Test,146.0
4717,5281064,24.0,74.0,34.0,134.0,Control,266.0
4718,1331385,30.0,23.0,165.0,292.0,Test,510.0
4719,5357605,35.0,24.0,111.0,68.0,Control,238.0
4720,8863885,15.0,29.0,65.0,41.0,Control,150.0
4721,6838834,4.0,28.0,73.0,52.0,Test,157.0
4722,9149741,16.0,76.0,49.0,57.0,Test,198.0
4723,2193034,65.0,35.0,385.0,341.0,Control,826.0
4724,5449406,12.0,30.0,78.0,29.0,Test,149.0
4725,5210640,14.0,42.0,48.0,87.0,Test,191.0
4726,9670348,80.0,64.0,222.0,1099.0,Test,1465.0
4727,511906,240.0,52.0,98.0,503.0,Test,893.0
4728,893426,152.0,184.0,82.0,191.0,Test,609.0
4729,2706662,38.0,78.0,129.0,189.0,Control,434.0
4730,3237999,76.0,62.0,52.0,178.0,Test,368.0
4731,3837966,9.0,6.0,19.0,33.0,Control,67.0
4732,6063554,19.0,25.0,56.0,31.0,Control,131.0
4733,997697,30.0,50.0,286.0,37.0,Control,403.0
4734,9858062,41.0,156.0,31.0,52.0,Test,280.0
4735,3078031,29.0,7.0,262.0,30.0,Test,328.0
4736,3465652,39.0,30.0,79.0,900.0,Test,1048.0
4737,1729070,3.0,15.0,96.0,34.0,Test,148.0
4738,6579471,22.0,24.0,87.0,64.0,Control,197.0
4739,4353254,11.0,16.0,40.0,29.0,Test,96.0
4740,7103109,57.0,70.0,73.0,116.0,Control,316.0
4741,5926228,6.0,24.0,21.0,22.0,Test,73.0
4742,7527567,17.0,27.0,162.0,60.0,Test,266.0
4743,4612340,14.0,23.0,82.0,122.0,Control,241.0
4744,2509466,9.0,19.0,18.0,38.0,Test,84.0
4745,1501374,52.0,66.0,248.0,335.0,Control,701.0
4746,960580,12.0,24.0,39.0,36.0,Test,111.0
4747,6053849,106.0,16.0,131.0,35.0,Test,288.0
4748,5690823,8.0,23.0,51.0,56.0,Test,138.0
4749,6981952,201.0,80.0,237.0,476.0,Control,994.0
4750,6352453,14.0,18.0,165.0,17.0,Test,214.0
4751,8433852,7.0,5.0,29.0,78.0,Control,119.0
4752,3571114,3.0,15.0,45.0,33.0,Test,96.0
4753,4392849,16.0,11.0,35.0,171.0,Control,233.0
4754,4064969,68.0,38.0,101.0,843.0,Control,1050.0
4755,6815037,16.0,67.0,45.0,64.0,Control,192.0
4756,6784951,7.0,60.0,104.0,26.0,Test,197.0
4757,2870176,4.0,19.0,28.0,22.0,Test,73.0
4758,4308109,23.0,48.0,179.0,60.0,Control,310.0
4759,2346934,41.0,30.0,126.0,45.0,Test,242.0
4760,6824135,8.0,66.0,117.0,21.0,Test,212.0
4761,5757524,15.0,54.0,139.0,63.0,Test,271.0
4762,3535282,13.0,6.0,79.0,59.0,Control,157.0
4763,9051760,25.0,42.0,313.0,57.0,Control,437.0
4764,9194809,9.0,7.0,364.0,75.0,Control,455.0
4765,7113524,20.0,15.0,51.0,90.0,Control,176.0
4766,5825322,8.0,27.0,34.0,24.0,Test,93.0
4767,9806793,62.0,74.0,367.0,376.0,Control,879.0
4768,8791413,8.0,49.0,145.0,145.0,Control,347.0
4769,8425867,5.0,21.0,96.0,36.0,Test,158.0
4770,8831208,38.0,122.0,199.0,169.0,Control,528.0
4771,2926621,6.0,37.0,174.0,32.0,Test,249.0
4772,6780608,32.0,85.0,173.0,445.0,Control,735.0
4773,5681335,6.0,12.0,26.0,74.0,Control,118.0
4774,3477943,9.0,45.0,104.0,27.0,Test,185.0
4775,2593251,32.0,7.0,33.0,65.0,Control,137.0
4776,8714995,9.0,21.0,80.0,60.0,Test,170.0
4777,5075546,6.0,18.0,44.0,45.0,Test,113.0
4778,3816013,7.0,9.0,51.0,25.0,Test,92.0
4779,6018149,13.0,4.0,91.0,54.0,Control,162.0
4780,3843683,31.0,9.0,69.0,79.0,Control,188.0
4781,5615347,36.0,5.0,161.0,105.0,Control,307.0
4782,5728114,4.0,11.0,126.0,203.0,Control,344.0
4783,6889564,24.0,18.0,93.0,50.0,Control,185.0
4784,6150349,6.0,8.0,37.0,40.0,Control,91.0
4785,8924493,6.0,7.0,47.0,36.0,Control,96.0
4786,82869,6.0,6.0,61.0,69.0,Control,142.0
4787,9436398,19.0,9.0,38.0,83.0,Control,149.0
4788,9492513,2.0,5.0,10.0,26.0,Test,43.0
4789,8275004,6.0,5.0,61.0,70.0,Test,142.0
4790,2748333,7.0,20.0,82.0,18.0,Test,127.0
4791,3638761,26.0,22.0,125.0,101.0,Control,274.0
4792,5341240,6.0,7.0,33.0,25.0,Control,71.0
4793,8950911,69.0,24.0,190.0,62.0,Control,345.0
4794,3081692,604.0,34.0,245.0,383.0,Control,1266.0
4795,6319245,11.0,32.0,96.0,50.0,Test,189.0
4796,3355542,5.0,9.0,38.0,20.0,Test,72.0
4797,5871989,3.0,24.0,85.0,20.0,Test,132.0
4798,4562463,16.0,17.0,72.0,298.0,Control,403.0
4799,254417,13.0,10.0,107.0,22.0,Test,152.0
4800,6751866,15.0,48.0,46.0,117.0,Control,226.0
4801,149108,9.0,15.0,96.0,41.0,Test,161.0
4802,1538385,62.0,11.0,118.0,115.0,Control,306.0
4803,9912757,9.0,19.0,42.0,58.0,Test,128.0
4804,2090939,17.0,7.0,133.0,73.0,Control,230.0
4805,3823739,4.0,19.0,52.0,39.0,Test,114.0
4806,5971469,6.0,77.0,111.0,39.0,Test,233.0
4807,7106246,16.0,23.0,110.0,539.0,Test,688.0
4808,3907200,17.0,19.0,102.0,52.0,Test,190.0
4809,8262994,9.0,53.0,253.0,37.0,Test,352.0
4810,1175592,19.0,48.0,102.0,120.0,Control,289.0
4811,9184334,29.0,12.0,64.0,77.0,Control,182.0
4812,826807,4.0,19.0,41.0,20.0,Test,84.0
4813,9102469,9.0,59.0,77.0,76.0,Control,221.0
4814,8772860,12.0,29.0,30.0,175.0,Test,246.0
4815,91254,13.0,22.0,60.0,40.0,Test,135.0
4816,8984189,11.0,141.0,157.0,112.0,Control,421.0
4817,2124044,22.0,7.0,39.0,73.0,Control,141.0
4818,3118535,7.0,76.0,113.0,69.0,Test,265.0
4819,3236736,3.0,16.0,13.0,20.0,Test,52.0
4820,2371536,10.0,6.0,120.0,96.0,Control,232.0
4821,956630,50.0,33.0,99.0,775.0,Control,957.0
4822,2347179,4.0,9.0,54.0,26.0,Test,93.0
4823,7334140,22.0,10.0,35.0,159.0,Control,226.0
4824,4732760,14.0,27.0,27.0,33.0,Test,101.0
4825,6072994,7.0,14.0,44.0,19.0,Test,84.0
4826,7221781,17.0,18.0,100.0,84.0,Test,219.0
4827,5921541,44.0,16.0,97.0,123.0,Control,280.0
4828,6081543,14.0,8.0,67.0,72.0,Control,161.0
4829,36342,13.0,21.0,143.0,51.0,Test,228.0
4830,5725237,9.0,20.0,86.0,22.0,Test,137.0
4831,8368488,12.0,12.0,91.0,54.0,Control,169.0
4832,1149058,14.0,17.0,82.0,64.0,Test,177.0
4833,3370820,66.0,17.0,82.0,35.0,Test,200.0
4834,6687495,13.0,34.0,76.0,40.0,Test,163.0
4835,3755150,13.0,124.0,114.0,126.0,Test,377.0
4836,8173417,12.0,35.0,41.0,64.0,Control,152.0
4837,7822809,13.0,9.0,141.0,238.0,Control,401.0
4838,7930269,6.0,4.0,67.0,23.0,Control,100.0
4839,2893361,10.0,32.0,51.0,415.0,Control,508.0
4840,1390367,22.0,6.0,136.0,50.0,Control,214.0
4841,9051913,416.0,6.0,51.0,197.0,Test,670.0
4842,2313272,166.0,107.0,70.0,1196.0,Test,1539.0
4843,439077,10.0,41.0,39.0,108.0,Test,198.0
4844,9868692,14.0,33.0,49.0,36.0,Control,132.0
4845,7855539,6.0,5.0,65.0,33.0,Test,109.0
4846,6488651,61.0,20.0,190.0,140.0,Control,411.0
4847,1668124,32.0,8.0,35.0,184.0,Control,259.0
4848,75642,88.0,46.0,62.0,265.0,Control,461.0
4849,7999974,15.0,54.0,135.0,87.0,Control,291.0
4850,1331081,72.0,10.0,110.0,217.0,Control,409.0
4851,253977,76.0,18.0,51.0,117.0,Control,262.0
4852,9779317,81.0,10.0,106.0,259.0,Control,456.0
4853,6211179,8.0,39.0,16.0,29.0,Test,92.0
4854,8456627,14.0,45.0,90.0,59.0,Control,208.0
4855,3781865,16.0,13.0,266.0,66.0,Control,361.0
4856,9821959,4.0,38.0,66.0,49.0,Test,157.0
4857,2553353,17.0,8.0,294.0,125.0,Control,444.0
4858,6279208,7.0,26.0,89.0,32.0,Test,154.0
4859,4579996,7.0,13.0,47.0,104.0,Test,171.0
4860,1127362,29.0,4.0,94.0,25.0,Test,152.0
4861,3849422,9.0,12.0,364.0,84.0,Test,469.0
4862,165890,38.0,36.0,215.0,184.0,Control,473.0
4863,3684443,6.0,16.0,23.0,41.0,Test,86.0
4864,6861387,4.0,4.0,81.0,51.0,Control,140.0
4865,7654260,25.0,69.0,35.0,95.0,Control,224.0
4866,1442929,5.0,23.0,68.0,20.0,Test,116.0
4867,3057378,5.0,62.0,79.0,30.0,Test,176.0
4868,5277910,7.0,39.0,235.0,99.0,Test,380.0
4869,5792887,14.0,47.0,111.0,92.0,Control,264.0
4870,7875141,26.0,89.0,98.0,90.0,Control,303.0
4871,3660756,27.0,9.0,148.0,105.0,Control,289.0
4872,7384432,8.0,4.0,12.0,18.0,Control,42.0
4873,171971,8.0,13.0,123.0,37.0,Test,181.0
4874,3037617,4.0,22.0,89.0,48.0,Test,163.0
4875,835034,10.0,38.0,194.0,96.0,Control,338.0
4876,1663340,8.0,51.0,118.0,156.0,Test,333.0
4877,7246868,11.0,12.0,62.0,52.0,Control,137.0
4878,9214462,57.0,154.0,73.0,226.0,Control,510.0
4879,2091122,10.0,6.0,75.0,50.0,Control,141.0
4880,267341,23.0,15.0,73.0,43.0,Test,154.0
4881,9260966,11.0,42.0,114.0,70.0,Test,237.0
4882,4166825,77.0,14.0,32.0,159.0,Test,282.0
4883,1613498,31.0,64.0,88.0,269.0,Control,452.0
4884,2959030,9.0,61.0,61.0,75.0,Test,206.0
4885,4029961,8.0,10.0,304.0,274.0,Control,596.0
4886,9917901,11.0,46.0,49.0,25.0,Control,131.0
4887,1416615,13.0,93.0,219.0,106.0,Test,431.0
4888,4695496,24.0,41.0,26.0,104.0,Control,195.0
4889,4571650,15.0,91.0,136.0,40.0,Test,282.0
4890,9731779,32.0,6.0,86.0,192.0,Control,316.0
4891,7346810,13.0,25.0,45.0,46.0,Test,129.0
4892,1096936,6.0,12.0,29.0,42.0,Test,89.0
4893,2469228,10.0,14.0,1036.0,29.0,Test,1089.0
4894,7225107,12.0,29.0,135.0,52.0,Test,228.0
4895,8896811,646.0,77.0,61.0,118.0,Test,902.0
4896,6943106,9.0,46.0,149.0,61.0,Test,265.0
4897,1990708,13.0,7.0,76.0,81.0,Control,177.0
4898,8650786,19.0,16.0,23.0,18.0,Test,76.0
4899,403658,27.0,58.0,33.0,274.0,Control,392.0
4900,6348769,7.0,14.0,79.0,47.0,Test,147.0
4901,233965,7.0,7.0,43.0,33.0,Control,90.0
4902,2135962,12.0,30.0,121.0,75.0,Control,238.0
4903,8257990,8.0,61.0,20.0,22.0,Test,111.0
4904,257259,5.0,6.0,37.0,37.0,Test,85.0
4905,5666463,4.0,5.0,46.0,16.0,Test,71.0
4906,342283,9.0,27.0,73.0,102.0,Test,211.0
4907,5576582,48.0,26.0,340.0,73.0,Control,487.0
4908,4703475,10.0,16.0,124.0,32.0,Test,182.0
4909,3203597,35.0,48.0,342.0,300.0,Test,725.0
4910,7558551,53.0,43.0,144.0,159.0,Test,399.0
4911,2709282,547.0,18.0,84.0,87.0,Test,736.0
4912,529225,42.0,34.0,195.0,151.0,Control,422.0
4913,8043295,35.0,56.0,44.0,89.0,Control,224.0
4914,4495799,7.0,6.0,105.0,52.0,Control,170.0
4915,5707743,105.0,28.0,69.0,556.0,Test,758.0
4916,9280304,13.0,67.0,81.0,235.0,Control,396.0
4917,4525690,44.0,29.0,42.0,154.0,Control,269.0
4918,1204699,70.0,21.0,49.0,29.0,Test,169.0
4919,8553989,5.0,18.0,64.0,31.0,Test,118.0
4920,7891885,8.0,8.0,78.0,29.0,Test,123.0
4921,3579679,5.0,23.0,103.0,42.0,Test,173.0
4922,4740995,14.0,47.0,17.0,91.0,Control,169.0
4923,5941868,13.0,85.0,33.0,105.0,Test,236.0
4924,648612,20.0,44.0,89.0,97.0,Control,250.0
4925,7157819,14.0,15.0,43.0,43.0,Test,115.0
4926,1471147,29.0,50.0,130.0,93.0,Control,302.0
4927,4444551,22.0,33.0,14.0,30.0,Control,99.0
4928,5972615,16.0,32.0,95.0,47.0,Test,190.0
4929,3817564,20.0,18.0,143.0,50.0,Control,231.0
4930,4326478,8.0,16.0,219.0,83.0,Control,326.0
4931,8503930,11.0,77.0,32.0,34.0,Test,154.0
4932,5331001,11.0,61.0,89.0,37.0,Test,198.0
4933,5046532,81.0,27.0,88.0,79.0,Test,275.0
4934,182074,24.0,14.0,74.0,54.0,Test,166.0
4935,120309,22.0,37.0,35.0,147.0,Control,241.0
4936,1256425,52.0,77.0,44.0,145.0,Control,318.0
4937,7471901,8.0,53.0,22.0,64.0,Control,147.0
4938,2497622,16.0,15.0,122.0,48.0,Control,201.0
4939,1522469,34.0,9.0,119.0,44.0,Control,206.0
4940,3633371,23.0,17.0,50.0,201.0,Control,291.0
4941,5306046,14.0,3.0,66.0,233.0,Control,316.0
4942,5236248,4.0,13.0,81.0,34.0,Test,132.0
4943,53123,15.0,15.0,195.0,64.0,Control,289.0
4944,6900679,7.0,17.0,44.0,33.0,Test,101.0
4945,1121736,12.0,41.0,32.0,210.0,Test,295.0
4946,1339532,20.0,17.0,106.0,87.0,Control,230.0
4947,2634149,8.0,7.0,32.0,21.0,Test,68.0
4948,4536493,35.0,52.0,30.0,153.0,Control,270.0
4949,5900143,7.0,185.0,135.0,35.0,Test,362.0
4950,8643567,6.0,5.0,39.0,25.0,Test,75.0
4951,2207701,13.0,8.0,25.0,31.0,Control,77.0
4952,3701915,50.0,271.0,82.0,50.0,Test,453.0
4953,8110064,27.0,202.0,157.0,196.0,Control,582.0
4954,1665790,34.0,37.0,130.0,68.0,Test,269.0
4955,8267405,63.0,31.0,124.0,243.0,Control,461.0
4956,7184289,118.0,45.0,105.0,158.0,Test,426.0
4957,5943882,84.0,107.0,61.0,175.0,Control,427.0
4958,1738233,19.0,51.0,101.0,47.0,Control,218.0
4959,2567857,23.0,61.0,51.0,56.0,Control,191.0
4960,2810157,8.0,42.0,32.0,96.0,Test,178.0
4961,8029613,8.0,17.0,24.0,104.0,Test,153.0
4962,672827,36.0,6.0,102.0,53.0,Control,197.0
4963,4885196,4.0,6.0,74.0,46.0,Control,130.0
4964,5959972,202.0,14.0,42.0,49.0,Control,307.0
4965,888809,31.0,147.0,251.0,72.0,Control,501.0
4966,1974241,6.0,26.0,26.0,32.0,Test,90.0
4967,7623794,5.0,28.0,144.0,18.0,Test,195.0
4968,5174918,5.0,11.0,47.0,22.0,Test,85.0
4969,6855025,5.0,64.0,64.0,306.0,Test,439.0
4970,227610,8.0,17.0,88.0,19.0,Test,132.0
4971,4003764,9.0,21.0,114.0,131.0,Control,275.0
4972,2295862,7.0,22.0,88.0,36.0,Test,153.0
4973,1378058,12.0,7.0,106.0,60.0,Test,185.0
4974,9833183,13.0,8.0,62.0,44.0,Control,127.0
4975,7434363,6.0,7.0,65.0,26.0,Test,104.0
4976,626497,36.0,11.0,58.0,111.0,Test,216.0
4977,9868939,11.0,47.0,88.0,100.0,Test,246.0
4978,9648153,6.0,20.0,107.0,281.0,Test,414.0
4979,9918970,99.0,78.0,106.0,56.0,Test,339.0
4980,9587157,2.0,5.0,47.0,61.0,Control,115.0
4981,628431,54.0,44.0,202.0,90.0,Control,390.0
4982,3422366,5.0,27.0,145.0,51.0,Test,228.0
4983,3386736,40.0,32.0,71.0,65.0,Control,208.0
4984,2160088,32.0,11.0,68.0,84.0,Control,195.0
4985,5146309,4.0,68.0,97.0,37.0,Test,206.0
4986,2647853,4.0,5.0,48.0,15.0,Test,72.0
4987,394951,36.0,11.0,70.0,96.0,Control,213.0
4988,3803353,10.0,67.0,30.0,132.0,Test,239.0
4989,4493022,7.0,32.0,22.0,38.0,Test,99.0
4990,5304521,13.0,43.0,66.0,50.0,Test,172.0
4991,8530430,10.0,18.0,120.0,55.0,Test,203.0
4992,9904207,4.0,7.0,49.0,20.0,Test,80.0
4993,9455946,75.0,15.0,66.0,29.0,Test,185.0
4994,4843735,11.0,11.0,84.0,58.0,Control,164.0
4995,3145774,45.0,131.0,107.0,50.0,Test,333.0
4996,8297474,6.0,7.0,54.0,28.0,Test,95.0
4997,507618,8.0,55.0,95.0,666.0,Test,824.0
4998,673188,821.0,51.0,196.0,202.0,Test,1270.0
4999,8020967,18.0,35.0,43.0,99.0,Control,195.0
5000,7374359,25.0,81.0,27.0,112.0,Control,245.0
5001,383168,221.0,54.0,239.0,188.0,Test,702.0
5002,821574,29.0,6.0,126.0,56.0,Control,217.0
5003,4085994,76.0,47.0,428.0,123.0,Control,674.0
5004,7309488,11.0,37.0,59.0,32.0,Test,139.0
5005,9764698,9.0,24.0,35.0,70.0,Test,138.0
5006,8355598,23.0,215.0,218.0,135.0,Control,591.0
5007,4279620,9.0,14.0,99.0,41.0,Test,163.0
5008,5115220,61.0,90.0,42.0,290.0,Test,483.0
5009,8962152,30.0,119.0,178.0,66.0,Control,393.0
5010,9034701,8.0,21.0,63.0,15.0,Test,107.0
5011,8838405,24.0,21.0,283.0,21.0,Test,349.0
5012,6079256,11.0,22.0,52.0,277.0,Test,362.0
5013,883773,9.0,21.0,31.0,95.0,Test,156.0
5014,8344580,12.0,7.0,182.0,150.0,Control,351.0
5015,4825669,9.0,12.0,19.0,61.0,Test,101.0
5016,9103722,44.0,9.0,44.0,28.0,Test,125.0
5017,1434291,5.0,40.0,46.0,47.0,Test,138.0
5018,2869244,13.0,57.0,136.0,26.0,Test,232.0
5019,3827314,9.0,18.0,106.0,28.0,Test,161.0
5020,1501990,35.0,15.0,28.0,90.0,Test,168.0
5021,8946966,4.0,32.0,129.0,40.0,Test,205.0
5022,751201,20.0,58.0,32.0,75.0,Control,185.0
5023,9730984,62.0,38.0,78.0,125.0,Control,303.0
5024,168539,12.0,13.0,47.0,68.0,Test,140.0
5025,8695557,24.0,8.0,139.0,43.0,Test,214.0
5026,84624,24.0,22.0,297.0,98.0,Control,441.0
5027,2678732,3.0,6.0,105.0,50.0,Control,164.0
5028,8593582,60.0,19.0,80.0,38.0,Test,197.0
5029,6351281,28.0,6.0,397.0,60.0,Control,491.0
5030,9386619,11.0,91.0,20.0,82.0,Control,204.0
5031,9793551,36.0,41.0,63.0,135.0,Control,275.0
5032,3168759,29.0,68.0,156.0,55.0,Test,308.0
5033,8864249,58.0,10.0,50.0,192.0,Control,310.0
5034,6601357,13.0,26.0,35.0,43.0,Control,117.0
5035,1902791,17.0,6.0,66.0,51.0,Control,140.0
5036,5154738,6.0,13.0,81.0,39.0,Test,139.0
5037,1231045,18.0,41.0,113.0,170.0,Test,342.0
5038,5659496,12.0,35.0,111.0,38.0,Test,196.0
5039,699753,9.0,20.0,44.0,129.0,Test,202.0
5040,9110521,39.0,12.0,42.0,104.0,Control,197.0
5041,4354247,3.0,11.0,57.0,45.0,Test,116.0
5042,798688,6.0,18.0,92.0,56.0,Test,172.0
5043,1401686,9.0,9.0,84.0,74.0,Test,176.0
5044,7343230,147.0,27.0,60.0,92.0,Test,326.0
5045,7622618,29.0,49.0,58.0,172.0,Control,308.0
5046,1829729,108.0,152.0,262.0,119.0,Control,641.0
5047,3675845,4.0,13.0,53.0,36.0,Test,106.0
5048,138002,6.0,26.0,58.0,23.0,Test,113.0
5049,4357442,37.0,72.0,46.0,59.0,Control,214.0
5050,9513675,13.0,23.0,104.0,221.0,Control,361.0
5051,1960031,24.0,263.0,93.0,167.0,Control,547.0
5052,971530,84.0,60.0,130.0,343.0,Control,617.0
5053,8578422,8.0,37.0,39.0,61.0,Control,145.0
5054,2955767,7.0,48.0,66.0,164.0,Test,285.0
5055,7224638,5.0,28.0,86.0,26.0,Test,145.0
5056,8054660,72.0,12.0,141.0,151.0,Control,376.0
5057,6463094,13.0,70.0,45.0,30.0,Test,158.0
5058,94778,101.0,23.0,74.0,204.0,Control,402.0
5059,5251417,9.0,9.0,105.0,188.0,Control,311.0
5060,8844053,13.0,13.0,87.0,103.0,Control,216.0
5061,637085,10.0,33.0,49.0,29.0,Test,121.0
5062,1122709,38.0,20.0,51.0,68.0,Test,177.0
5063,7135930,23.0,10.0,79.0,81.0,Test,193.0
5064,873650,39.0,17.0,84.0,176.0,Test,316.0
5065,9720223,15.0,57.0,411.0,111.0,Control,594.0
5066,1149016,25.0,68.0,43.0,217.0,Control,353.0
5067,8244744,12.0,26.0,82.0,21.0,Test,141.0
5068,5380969,12.0,13.0,184.0,156.0,Control,365.0
5069,1200684,6.0,9.0,99.0,55.0,Test,169.0
5070,2278258,7.0,8.0,70.0,48.0,Test,133.0
5071,7879149,5.0,16.0,57.0,24.0,Test,102.0
5072,1612133,26.0,45.0,37.0,185.0,Test,293.0
5073,6196918,12.0,9.0,97.0,23.0,Test,141.0
5074,3575463,11.0,8.0,44.0,107.0,Control,170.0
5075,853241,8.0,19.0,402.0,21.0,Test,450.0
5076,8122368,5.0,9.0,39.0,35.0,Test,88.0
5077,2212042,123.0,47.0,48.0,481.0,Control,699.0
5078,4560708,10.0,9.0,31.0,29.0,Test,79.0
5079,564806,9.0,7.0,37.0,43.0,Control,96.0
5080,2048431,21.0,26.0,32.0,42.0,Test,121.0
5081,9666293,15.0,7.0,70.0,41.0,Control,133.0
5082,2289694,14.0,13.0,49.0,41.0,Test,117.0
5083,7779501,567.0,32.0,197.0,663.0,Control,1459.0
5084,2503988,123.0,39.0,169.0,235.0,Control,566.0
5085,7556262,115.0,43.0,60.0,81.0,Control,299.0
5086,2244717,3.0,6.0,33.0,16.0,Test,58.0
5087,7068025,9.0,9.0,47.0,24.0,Test,89.0
5088,6331614,7.0,69.0,67.0,12.0,Test,155.0
5089,6357515,27.0,17.0,179.0,180.0,Control,403.0
5090,914160,19.0,11.0,134.0,54.0,Control,218.0
5091,3150649,115.0,95.0,47.0,83.0,Test,340.0
5092,4090058,18.0,11.0,82.0,192.0,Control,303.0
5093,1046276,68.0,57.0,488.0,617.0,Control,1230.0
5094,8658395,63.0,127.0,39.0,89.0,Control,318.0
5095,7223068,12.0,12.0,83.0,29.0,Test,136.0
5096,9259106,10.0,11.0,40.0,33.0,Test,94.0
5097,7295752,48.0,55.0,71.0,82.0,Control,256.0
5098,5440064,9.0,10.0,84.0,29.0,Control,132.0
5099,5279330,111.0,4.0,34.0,47.0,Control,196.0
5100,7345720,9.0,49.0,108.0,38.0,Control,204.0
5101,4418447,11.0,13.0,117.0,28.0,Test,169.0
5102,4061878,29.0,42.0,27.0,87.0,Test,185.0
5103,2622714,27.0,30.0,66.0,188.0,Control,311.0
5104,9922667,29.0,16.0,60.0,132.0,Control,237.0
5105,4576728,8.0,12.0,114.0,108.0,Test,242.0
5106,9435205,35.0,99.0,49.0,33.0,Test,216.0
5107,5162023,4.0,10.0,12.0,34.0,Test,60.0
5108,8034144,47.0,16.0,117.0,63.0,Test,243.0
5109,8938892,16.0,96.0,97.0,58.0,Test,267.0
5110,6629661,9.0,4.0,25.0,39.0,Control,77.0
5111,749270,13.0,51.0,104.0,76.0,Control,244.0
5112,1170810,7.0,18.0,20.0,19.0,Test,64.0
5113,1163653,3.0,73.0,23.0,39.0,Control,138.0
5114,4953806,7.0,15.0,60.0,28.0,Test,110.0
5115,664480,103.0,37.0,40.0,30.0,Test,210.0
5116,3983350,19.0,23.0,101.0,18.0,Test,161.0
5117,100888,29.0,49.0,156.0,50.0,Control,284.0
5118,9637216,19.0,104.0,47.0,165.0,Test,335.0
5119,7219770,64.0,30.0,54.0,568.0,Control,716.0
5120,9251362,7.0,11.0,278.0,26.0,Test,322.0
5121,324516,62.0,42.0,102.0,72.0,Control,278.0
5122,6027107,77.0,162.0,367.0,174.0,Control,780.0
5123,3963765,4.0,26.0,64.0,39.0,Test,133.0
5124,9815914,4.0,59.0,41.0,25.0,Test,129.0
5125,5547565,6.0,18.0,57.0,67.0,Control,148.0
5126,270173,8.0,18.0,19.0,35.0,Test,80.0
5127,9998964,55.0,16.0,107.0,74.0,Test,252.0
5128,3809335,17.0,16.0,240.0,70.0,Control,343.0
5129,8783165,5.0,18.0,75.0,111.0,Test,209.0
5130,2761960,13.0,30.0,74.0,116.0,Test,233.0
5131,2234198,4.0,23.0,131.0,20.0,Test,178.0
5132,8473097,29.0,9.0,31.0,206.0,Control,275.0
5133,8409724,10.0,47.0,74.0,81.0,Test,212.0
5134,7671296,27.0,5.0,56.0,89.0,Control,177.0
5135,2228978,99.0,55.0,32.0,59.0,Test,245.0
5136,6441726,7.0,34.0,221.0,44.0,Test,306.0
5137,3247283,93.0,12.0,69.0,64.0,Test,238.0
5138,4942333,54.0,10.0,44.0,71.0,Control,179.0
5139,825443,13.0,42.0,81.0,33.0,Test,169.0
5140,5630016,47.0,87.0,57.0,215.0,Control,406.0
5141,126288,12.0,48.0,143.0,119.0,Test,322.0
5142,9062208,111.0,24.0,34.0,103.0,Test,272.0
