,client_id,time_step_1,time_step_2,time_step_3,time_confirm,Variation,total_time,Time_AVG,result,AVG_minutes
2579,9307679,5.0,10.0,84.0,24.0,Test,123.0,30.8,succeed,0.51
2580,613420,12.0,12.0,36.0,19.0,Test,79.0,19.8,succeed,0.33
2581,4939769,14.0,23.0,32.0,93.0,Control,162.0,40.5,succeed,0.68
2582,2919639,1549.0,147.0,85.0,159.0,Test,1940.0,485.0,succeed,8.08
2583,6297367,42.0,38.0,68.0,100.0,Control,248.0,62.0,succeed,1.03
2584,5906270,9.0,62.0,34.0,78.0,Test,183.0,45.8,succeed,0.76
2585,9302175,73.0,20.0,333.0,437.0,Control,863.0,215.8,succeed,3.6
2586,1513083,18.0,27.0,255.0,63.0,Control,363.0,90.8,succeed,1.51
2587,2439144,15.0,35.0,156.0,47.0,Test,253.0,63.2,succeed,1.05
2588,4631704,15.0,24.0,44.0,82.0,Test,165.0,41.2,succeed,0.69
2589,4080024,947.0,37.0,111.0,583.0,Control,1678.0,419.5,succeed,6.99
2590,3944863,34.0,71.0,252.0,70.0,Control,427.0,106.8,succeed,1.78
2591,5337753,14.0,11.0,120.0,44.0,Test,189.0,47.2,succeed,0.79
2592,9090954,40.0,8.0,308.0,78.0,Control,434.0,108.5,succeed,1.81
2593,5224346,12.0,27.0,233.0,30.0,Test,302.0,75.5,succeed,1.26
2594,2441483,48.0,26.0,81.0,86.0,Control,241.0,60.2,succeed,1.0
2595,6243563,7.0,17.0,24.0,165.0,Test,213.0,53.2,succeed,0.89
2596,32197,5.0,26.0,84.0,98.0,Control,213.0,53.2,succeed,0.89
2597,3175813,6.0,19.0,165.0,26.0,Test,216.0,54.0,succeed,0.9
2598,5605478,32.0,4.0,55.0,99.0,Control,190.0,47.5,succeed,0.79
2599,1524492,21.0,21.0,137.0,59.0,Test,238.0,59.5,succeed,0.99
2600,9976578,10.0,73.0,122.0,573.0,Test,778.0,194.5,succeed,3.24
2601,7154165,6.0,32.0,125.0,53.0,Test,216.0,54.0,succeed,0.9
2602,6551005,41.0,31.0,41.0,292.0,Test,405.0,101.2,succeed,1.69
2603,466140,12.0,6.0,77.0,24.0,Test,119.0,29.8,succeed,0.5
2604,3985654,51.0,29.0,186.0,78.0,Control,344.0,86.0,succeed,1.43
2605,7373142,50.0,41.0,108.0,82.0,Test,281.0,70.2,succeed,1.17
2606,7225180,15.0,36.0,37.0,36.0,Test,124.0,31.0,succeed,0.52
2607,9192456,23.0,73.0,57.0,78.0,Test,231.0,57.8,succeed,0.96
2608,1840578,7.0,19.0,72.0,15.0,Test,113.0,28.2,succeed,0.47
2609,1399753,7.0,35.0,82.0,68.0,Test,192.0,48.0,succeed,0.8
2610,1661613,45.0,10.0,175.0,93.0,Control,323.0,80.8,succeed,1.35
2611,2810377,7.0,17.0,131.0,97.0,Test,252.0,63.0,succeed,1.05
2612,1502414,9.0,12.0,52.0,16.0,Test,89.0,22.2,succeed,0.37
2613,7453419,20.0,9.0,161.0,50.0,Control,240.0,60.0,succeed,1.0
2614,4475433,12.0,33.0,66.0,25.0,Test,136.0,34.0,succeed,0.57
2615,3660416,19.0,22.0,91.0,43.0,Control,175.0,43.8,succeed,0.73
2616,9795752,7.0,26.0,130.0,48.0,Test,211.0,52.8,succeed,0.88
2617,7642299,6.0,30.0,76.0,38.0,Test,150.0,37.5,succeed,0.62
2618,722253,5.0,7.0,141.0,34.0,Test,187.0,46.8,succeed,0.78
2619,399694,11.0,34.0,88.0,58.0,Test,191.0,47.8,succeed,0.8
2620,7151530,18.0,88.0,72.0,383.0,Test,561.0,140.2,succeed,2.34
2621,2600705,9.0,10.0,28.0,145.0,Control,192.0,48.0,succeed,0.8
2622,1024268,28.0,25.0,49.0,47.0,Test,149.0,37.2,succeed,0.62
2623,497209,15.0,22.0,72.0,27.0,Test,136.0,34.0,succeed,0.57
2624,2082621,13.0,26.0,75.0,23.0,Test,137.0,34.2,succeed,0.57
2625,8868557,13.0,26.0,84.0,47.0,Control,170.0,42.5,succeed,0.71
2626,4743715,48.0,64.0,50.0,181.0,Control,343.0,85.8,succeed,1.43
2627,6093589,9.0,10.0,129.0,67.0,Control,215.0,53.8,succeed,0.9
2628,2257239,146.0,13.0,53.0,423.0,Control,635.0,158.8,succeed,2.65
2629,6354379,11.0,37.0,51.0,54.0,Test,153.0,38.2,succeed,0.64
2630,5429020,6.0,7.0,77.0,45.0,Test,135.0,33.8,succeed,0.56
2631,8699252,4.0,7.0,88.0,32.0,Control,131.0,32.8,succeed,0.55
2632,67452,40.0,56.0,18.0,85.0,Test,199.0,49.8,succeed,0.83
2633,8625508,18.0,11.0,109.0,97.0,Control,235.0,58.8,succeed,0.98
2634,1529647,56.0,16.0,117.0,25.0,Test,214.0,53.5,succeed,0.89
2635,606023,15.0,5.0,45.0,27.0,Test,92.0,23.0,succeed,0.38
2636,9243948,10.0,20.0,25.0,70.0,Test,125.0,31.2,succeed,0.52
2637,8378196,13.0,15.0,69.0,34.0,Test,131.0,32.8,succeed,0.55
2638,4026198,44.0,15.0,91.0,98.0,Test,248.0,62.0,succeed,1.03
2639,3184236,15.0,58.0,208.0,353.0,Test,634.0,158.5,succeed,2.64
2640,7801435,29.0,43.0,40.0,31.0,Control,143.0,35.8,succeed,0.6
2641,6366339,7.0,36.0,57.0,104.0,Test,204.0,51.0,succeed,0.85
2642,3779305,22.0,5.0,78.0,321.0,Control,426.0,106.5,succeed,1.78
2643,9159331,30.0,7.0,120.0,105.0,Control,262.0,65.5,succeed,1.09
2644,4332234,27.0,42.0,81.0,49.0,Control,199.0,49.8,succeed,0.83
2645,7427398,8.0,7.0,113.0,19.0,Test,147.0,36.8,succeed,0.61
2646,4059496,88.0,27.0,70.0,144.0,Test,329.0,82.2,succeed,1.37
2647,8911878,8.0,20.0,42.0,69.0,Test,139.0,34.8,succeed,0.58
2648,7490213,209.0,109.0,173.0,1202.0,Control,1693.0,423.2,succeed,7.05
2649,9160019,41.0,17.0,253.0,270.0,Control,581.0,145.2,succeed,2.42
2650,3272226,45.0,22.0,52.0,39.0,Test,158.0,39.5,succeed,0.66
2651,4139977,37.0,27.0,135.0,88.0,Test,287.0,71.8,succeed,1.2
2652,3838035,8.0,26.0,61.0,21.0,Test,116.0,29.0,succeed,0.48
2653,719790,123.0,49.0,125.0,175.0,Test,472.0,118.0,succeed,1.97
2654,4786371,33.0,132.0,40.0,98.0,Control,303.0,75.8,succeed,1.26
2655,7278489,14.0,11.0,113.0,57.0,Control,195.0,48.8,succeed,0.81
2656,16098,5.0,17.0,56.0,44.0,Test,122.0,30.5,succeed,0.51
2657,8822727,12.0,48.0,35.0,41.0,Test,136.0,34.0,succeed,0.57
2658,4945180,10.0,25.0,98.0,61.0,Test,194.0,48.5,succeed,0.81
2659,3965651,5.0,14.0,78.0,73.0,Test,170.0,42.5,succeed,0.71
2660,9906257,4.0,28.0,154.0,53.0,Test,239.0,59.8,succeed,1.0
2661,4444742,9.0,37.0,39.0,85.0,Test,170.0,42.5,succeed,0.71
2662,6955125,8.0,38.0,34.0,41.0,Test,121.0,30.2,succeed,0.5
2663,6586093,38.0,35.0,107.0,28.0,Test,208.0,52.0,succeed,0.87
2664,465162,21.0,26.0,253.0,46.0,Control,346.0,86.5,succeed,1.44
2665,9183538,12.0,7.0,70.0,27.0,Test,116.0,29.0,succeed,0.48
2666,3948817,23.0,73.0,91.0,26.0,Test,213.0,53.2,succeed,0.89
2667,9804328,12.0,42.0,64.0,47.0,Test,165.0,41.2,succeed,0.69
2668,7026862,48.0,7.0,167.0,123.0,Control,345.0,86.2,succeed,1.44
2669,7481204,23.0,66.0,144.0,127.0,Control,360.0,90.0,succeed,1.5
2670,3854980,27.0,43.0,158.0,461.0,Control,689.0,172.2,succeed,2.87
2671,1942322,8.0,39.0,144.0,40.0,Test,231.0,57.8,succeed,0.96
2672,9456228,16.0,7.0,33.0,23.0,Test,79.0,19.8,succeed,0.33
2673,2644266,46.0,67.0,97.0,169.0,Test,379.0,94.8,succeed,1.58
2674,3741118,17.0,25.0,96.0,71.0,Test,209.0,52.2,succeed,0.87
2675,930347,19.0,42.0,160.0,276.0,Test,497.0,124.2,succeed,2.07
2676,5294928,99.0,46.0,204.0,166.0,Control,515.0,128.8,succeed,2.15
2677,2734119,4.0,46.0,57.0,92.0,Test,199.0,49.8,succeed,0.83
2678,8563608,39.0,37.0,423.0,141.0,Control,640.0,160.0,succeed,2.67
2679,1057253,4.0,18.0,44.0,38.0,Test,104.0,26.0,succeed,0.43
2680,3222647,54.0,10.0,74.0,391.0,Control,529.0,132.2,succeed,2.2
2681,4337238,6.0,5.0,38.0,19.0,Test,68.0,17.0,succeed,0.28
2682,2250111,16.0,33.0,117.0,58.0,Control,224.0,56.0,succeed,0.93
2683,8785171,15.0,9.0,21.0,33.0,Test,78.0,19.5,succeed,0.32
2684,9074374,8.0,32.0,58.0,53.0,Control,151.0,37.8,succeed,0.63
2685,2274475,49.0,8.0,39.0,213.0,Control,309.0,77.2,succeed,1.29
2686,9186884,9.0,20.0,36.0,99.0,Control,164.0,41.0,succeed,0.68
2687,6678573,13.0,9.0,59.0,31.0,Control,112.0,28.0,succeed,0.47
2688,9097731,62.0,11.0,56.0,1185.0,Control,1314.0,328.5,succeed,5.48
2689,4043427,40.0,10.0,26.0,125.0,Control,201.0,50.2,succeed,0.84
2690,6754772,11.0,6.0,35.0,49.0,Control,101.0,25.2,succeed,0.42
2691,4106308,12.0,29.0,46.0,73.0,Control,160.0,40.0,succeed,0.67
2692,9961684,19.0,45.0,146.0,80.0,Control,290.0,72.5,succeed,1.21
2693,9061845,59.0,129.0,181.0,347.0,Control,716.0,179.0,succeed,2.98
2694,9777880,6.0,5.0,44.0,55.0,Control,110.0,27.5,succeed,0.46
2695,9083775,91.0,35.0,69.0,43.0,Test,238.0,59.5,succeed,0.99
2696,4632746,16.0,65.0,21.0,42.0,Test,144.0,36.0,succeed,0.6
2697,6010960,8.0,34.0,87.0,37.0,Control,166.0,41.5,succeed,0.69
2698,4744262,81.0,143.0,46.0,330.0,Control,600.0,150.0,succeed,2.5
2699,7315182,10.0,12.0,27.0,36.0,Test,85.0,21.2,succeed,0.35
2700,8041943,4.0,5.0,53.0,32.0,Control,94.0,23.5,succeed,0.39
2701,5850402,17.0,19.0,123.0,147.0,Test,306.0,76.5,succeed,1.27
2702,7639529,5.0,6.0,111.0,24.0,Test,146.0,36.5,succeed,0.61
2703,7167224,9.0,18.0,58.0,16.0,Control,101.0,25.2,succeed,0.42
2704,747109,8.0,12.0,78.0,24.0,Test,122.0,30.5,succeed,0.51
2705,5646291,39.0,14.0,145.0,151.0,Control,349.0,87.2,succeed,1.45
2706,2240779,7.0,64.0,84.0,44.0,Test,199.0,49.8,succeed,0.83
2707,9665019,10.0,22.0,85.0,45.0,Test,162.0,40.5,succeed,0.68
2708,2578361,9.0,16.0,55.0,39.0,Control,119.0,29.8,succeed,0.5
2709,1741101,6.0,30.0,79.0,33.0,Test,148.0,37.0,succeed,0.62
2710,7730418,10.0,4.0,20.0,38.0,Control,72.0,18.0,succeed,0.3
2711,374896,32.0,63.0,182.0,129.0,Control,406.0,101.5,succeed,1.69
2712,582327,11.0,18.0,57.0,18.0,Test,104.0,26.0,succeed,0.43
2713,195655,7.0,33.0,107.0,77.0,Test,224.0,56.0,succeed,0.93
2714,4719169,227.0,43.0,102.0,65.0,Test,437.0,109.2,succeed,1.82
2715,7589514,22.0,50.0,110.0,153.0,Test,335.0,83.8,succeed,1.4
2716,8540308,20.0,68.0,138.0,68.0,Control,294.0,73.5,succeed,1.23
2717,4205329,170.0,53.0,66.0,417.0,Control,706.0,176.5,succeed,2.94
2718,9007852,23.0,45.0,349.0,83.0,Test,500.0,125.0,succeed,2.08
2719,9443811,11.0,45.0,89.0,26.0,Test,171.0,42.8,succeed,0.71
2720,7967787,7.0,10.0,103.0,24.0,Test,144.0,36.0,succeed,0.6
2721,6702347,6.0,27.0,72.0,41.0,Test,146.0,36.5,succeed,0.61
2722,3974967,12.0,18.0,92.0,233.0,Test,355.0,88.8,succeed,1.48
2723,395960,15.0,24.0,83.0,247.0,Test,369.0,92.2,succeed,1.54
2724,8262941,19.0,6.0,50.0,50.0,Control,125.0,31.2,succeed,0.52
2725,9807333,42.0,16.0,947.0,83.0,Control,1088.0,272.0,succeed,4.53
2726,61487,26.0,28.0,22.0,67.0,Test,143.0,35.8,succeed,0.6
2727,8239217,8.0,65.0,71.0,103.0,Test,247.0,61.8,succeed,1.03
2728,2884298,100.0,8.0,227.0,69.0,Control,404.0,101.0,succeed,1.68
2729,1697258,4.0,5.0,63.0,19.0,Test,91.0,22.8,succeed,0.38
2730,5422640,70.0,31.0,26.0,32.0,Test,159.0,39.8,succeed,0.66
2731,6743235,9.0,56.0,191.0,324.0,Test,580.0,145.0,succeed,2.42
2732,7978056,8.0,6.0,51.0,84.0,Control,149.0,37.2,succeed,0.62
2733,6885405,7.0,6.0,85.0,41.0,Control,139.0,34.8,succeed,0.58
2734,4369390,7.0,16.0,19.0,36.0,Test,78.0,19.5,succeed,0.32
2735,8967825,9.0,100.0,13.0,44.0,Control,166.0,41.5,succeed,0.69
2736,6986707,14.0,73.0,174.0,25.0,Test,286.0,71.5,succeed,1.19
2737,2917969,7.0,13.0,17.0,177.0,Test,214.0,53.5,succeed,0.89
2738,3488454,6.0,48.0,20.0,38.0,Test,112.0,28.0,succeed,0.47
2739,772961,15.0,52.0,22.0,49.0,Control,138.0,34.5,succeed,0.57
2740,962255,8.0,10.0,82.0,37.0,Test,137.0,34.2,succeed,0.57
2741,603924,163.0,258.0,154.0,67.0,Test,642.0,160.5,succeed,2.68
2742,2205995,18.0,10.0,57.0,66.0,Control,151.0,37.8,succeed,0.63
2743,2124499,12.0,17.0,107.0,46.0,Control,182.0,45.5,succeed,0.76
2744,346106,11.0,5.0,59.0,54.0,Control,129.0,32.2,succeed,0.54
2745,432171,33.0,10.0,265.0,219.0,Control,527.0,131.8,succeed,2.2
2746,783521,31.0,18.0,94.0,201.0,Control,344.0,86.0,succeed,1.43
2747,3798677,4.0,912.0,65.0,190.0,Test,1171.0,292.8,succeed,4.88
2748,5411104,5.0,4.0,55.0,57.0,Control,121.0,30.2,succeed,0.5
2749,5951866,37.0,6.0,79.0,42.0,Control,164.0,41.0,succeed,0.68
2750,1309369,8.0,6.0,29.0,76.0,Control,119.0,29.8,succeed,0.5
2751,3559667,10.0,5.0,51.0,40.0,Control,106.0,26.5,succeed,0.44
2752,2422500,5.0,5.0,53.0,19.0,Test,82.0,20.5,succeed,0.34
2753,7821175,13.0,13.0,101.0,47.0,Test,174.0,43.5,succeed,0.72
2754,8614947,23.0,61.0,314.0,100.0,Control,498.0,124.5,succeed,2.08
2755,2117485,6.0,26.0,83.0,20.0,Test,135.0,33.8,succeed,0.56
2756,6607631,13.0,26.0,144.0,156.0,Test,339.0,84.8,succeed,1.41
2757,312799,21.0,40.0,26.0,36.0,Control,123.0,30.8,succeed,0.51
2758,4118156,8.0,21.0,111.0,36.0,Test,176.0,44.0,succeed,0.73
2759,5584405,16.0,14.0,39.0,224.0,Test,293.0,73.2,succeed,1.22
2760,2866434,13.0,11.0,15.0,219.0,Control,258.0,64.5,succeed,1.08
2761,227631,53.0,56.0,25.0,59.0,Test,193.0,48.2,succeed,0.8
2762,7018421,3.0,40.0,45.0,16.0,Test,104.0,26.0,succeed,0.43
2763,9173025,23.0,7.0,65.0,256.0,Control,351.0,87.8,succeed,1.46
2764,8532013,17.0,54.0,47.0,255.0,Control,373.0,93.2,succeed,1.55
2765,7315264,7.0,16.0,80.0,21.0,Test,124.0,31.0,succeed,0.52
2766,5467823,18.0,66.0,72.0,156.0,Test,312.0,78.0,succeed,1.3
2767,6331923,6.0,11.0,101.0,84.0,Test,202.0,50.5,succeed,0.84
2768,6008219,50.0,40.0,80.0,149.0,Control,319.0,79.8,succeed,1.33
2769,6913058,28.0,54.0,24.0,51.0,Control,157.0,39.2,succeed,0.65
2770,4246765,4.0,5.0,14.0,21.0,Test,44.0,11.0,succeed,0.18
2771,2863254,11.0,61.0,26.0,144.0,Test,242.0,60.5,succeed,1.01
2772,3699379,3.0,16.0,48.0,114.0,Test,181.0,45.2,succeed,0.75
2773,2222923,5.0,12.0,19.0,86.0,Test,122.0,30.5,succeed,0.51
2775,6806202,134.0,30.0,87.0,34.0,Control,285.0,71.2,succeed,1.19
2776,3960538,22.0,82.0,56.0,113.0,Control,273.0,68.2,succeed,1.14
2777,5048422,29.0,68.0,87.0,98.0,Control,282.0,70.5,succeed,1.18
2778,7464807,11.0,26.0,44.0,45.0,Test,126.0,31.5,succeed,0.52
2779,7392265,10.0,21.0,79.0,41.0,Test,151.0,37.8,succeed,0.63
2780,2341202,478.0,55.0,96.0,272.0,Control,901.0,225.2,succeed,3.75
2781,8228389,48.0,18.0,280.0,154.0,Control,500.0,125.0,succeed,2.08
2782,9841027,25.0,29.0,29.0,48.0,Test,131.0,32.8,succeed,0.55
2783,9375129,21.0,7.0,75.0,35.0,Test,138.0,34.5,succeed,0.57
2784,3731627,8.0,18.0,276.0,168.0,Test,470.0,117.5,succeed,1.96
2785,5838050,59.0,127.0,218.0,283.0,Control,687.0,171.8,succeed,2.86
2786,5377248,37.0,65.0,30.0,69.0,Control,201.0,50.2,succeed,0.84
2787,4482250,8.0,18.0,50.0,37.0,Test,113.0,28.2,succeed,0.47
2788,628955,13.0,10.0,79.0,157.0,Test,259.0,64.8,succeed,1.08
2789,4609085,4.0,28.0,32.0,40.0,Test,104.0,26.0,succeed,0.43
2790,373345,5.0,7.0,71.0,35.0,Test,118.0,29.5,succeed,0.49
2791,7474175,21.0,86.0,57.0,54.0,Control,218.0,54.5,succeed,0.91
2792,715018,35.0,52.0,242.0,575.0,Test,904.0,226.0,succeed,3.77
2793,5843791,12.0,14.0,92.0,36.0,Test,154.0,38.5,succeed,0.64
2794,35346,27.0,12.0,75.0,59.0,Control,173.0,43.2,succeed,0.72
2795,3893805,7.0,27.0,36.0,110.0,Test,180.0,45.0,succeed,0.75
2796,9984717,13.0,41.0,79.0,125.0,Test,258.0,64.5,succeed,1.08
2797,6223007,7.0,28.0,128.0,36.0,Control,199.0,49.8,succeed,0.83
2798,7730741,21.0,59.0,36.0,114.0,Control,230.0,57.5,succeed,0.96
2799,8746688,8.0,17.0,66.0,27.0,Test,118.0,29.5,succeed,0.49
2800,5307801,8.0,13.0,98.0,42.0,Test,161.0,40.2,succeed,0.67
2801,1247961,388.0,174.0,61.0,122.0,Test,745.0,186.2,succeed,3.1
2802,934229,4.0,13.0,41.0,42.0,Test,100.0,25.0,succeed,0.42
2803,7464268,18.0,17.0,58.0,37.0,Control,130.0,32.5,succeed,0.54
2804,1350186,9.0,9.0,105.0,55.0,Control,178.0,44.5,succeed,0.74
2805,3798336,16.0,6.0,30.0,99.0,Control,151.0,37.8,succeed,0.63
2806,24703,10.0,36.0,126.0,131.0,Test,303.0,75.8,succeed,1.26
2807,6333665,5.0,33.0,156.0,55.0,Test,249.0,62.2,succeed,1.04
2808,7325552,5.0,25.0,46.0,24.0,Test,100.0,25.0,succeed,0.42
2809,9813394,18.0,50.0,160.0,45.0,Control,273.0,68.2,succeed,1.14
2810,7579937,15.0,40.0,29.0,104.0,Control,188.0,47.0,succeed,0.78
2811,274453,67.0,224.0,97.0,322.0,Control,710.0,177.5,succeed,2.96
2812,8874632,29.0,14.0,31.0,189.0,Control,263.0,65.8,succeed,1.1
2813,8685358,7.0,11.0,51.0,40.0,Test,109.0,27.2,succeed,0.45
2814,8533740,7.0,34.0,107.0,97.0,Test,245.0,61.2,succeed,1.02
2815,2263542,39.0,113.0,59.0,226.0,Test,437.0,109.2,succeed,1.82
2816,9707238,4.0,21.0,48.0,21.0,Test,94.0,23.5,succeed,0.39
2817,4932688,27.0,108.0,125.0,241.0,Control,501.0,125.2,succeed,2.09
2818,1723419,19.0,85.0,96.0,125.0,Test,325.0,81.2,succeed,1.35
2819,1533558,25.0,26.0,75.0,67.0,Control,193.0,48.2,succeed,0.8
2820,2361758,18.0,54.0,54.0,60.0,Control,186.0,46.5,succeed,0.78
2821,1689519,5.0,5.0,117.0,29.0,Control,156.0,39.0,succeed,0.65
2822,5589091,47.0,14.0,134.0,121.0,Control,316.0,79.0,succeed,1.32
2823,1846831,20.0,6.0,80.0,53.0,Control,159.0,39.8,succeed,0.66
2824,803814,8.0,38.0,134.0,33.0,Test,213.0,53.2,succeed,0.89
2825,7471029,7.0,12.0,82.0,95.0,Control,196.0,49.0,succeed,0.82
2826,4187030,5.0,19.0,75.0,34.0,Control,133.0,33.2,succeed,0.55
2827,2278737,4.0,6.0,60.0,18.0,Test,88.0,22.0,succeed,0.37
2828,5717871,13.0,6.0,83.0,77.0,Control,179.0,44.8,succeed,0.75
2829,4809247,3.0,36.0,52.0,20.0,Test,111.0,27.8,succeed,0.46
2830,2855134,67.0,45.0,270.0,296.0,Control,678.0,169.5,succeed,2.82
2831,4762443,31.0,55.0,92.0,123.0,Control,301.0,75.2,succeed,1.25
2832,5436026,25.0,51.0,21.0,59.0,Control,156.0,39.0,succeed,0.65
2833,8569688,10.0,32.0,62.0,843.0,Test,947.0,236.8,succeed,3.95
2834,2152611,40.0,62.0,48.0,179.0,Control,329.0,82.2,succeed,1.37
2835,7361742,8.0,69.0,79.0,53.0,Test,209.0,52.2,succeed,0.87
2836,1054668,9.0,46.0,172.0,209.0,Test,436.0,109.0,succeed,1.82
2837,5431617,13.0,54.0,147.0,56.0,Test,270.0,67.5,succeed,1.12
2838,5311255,7.0,27.0,110.0,182.0,Test,326.0,81.5,succeed,1.36
2839,5654828,12.0,22.0,33.0,64.0,Test,131.0,32.8,succeed,0.55
2840,855543,91.0,32.0,237.0,121.0,Control,481.0,120.2,succeed,2.0
2841,3705725,17.0,51.0,46.0,56.0,Test,170.0,42.5,succeed,0.71
2842,5287861,4.0,17.0,119.0,38.0,Test,178.0,44.5,succeed,0.74
2843,5250341,5.0,12.0,72.0,22.0,Test,111.0,27.8,succeed,0.46
2844,1180544,28.0,7.0,149.0,448.0,Control,632.0,158.0,succeed,2.63
2845,3416934,15.0,7.0,118.0,45.0,Control,185.0,46.2,succeed,0.77
2846,8564174,25.0,30.0,79.0,79.0,Control,213.0,53.2,succeed,0.89
2847,2193622,25.0,83.0,402.0,122.0,Control,632.0,158.0,succeed,2.63
2848,5336866,10.0,23.0,72.0,38.0,Test,143.0,35.8,succeed,0.6
2849,9526209,18.0,14.0,40.0,105.0,Control,177.0,44.2,succeed,0.74
2850,4378882,25.0,47.0,71.0,74.0,Control,217.0,54.2,succeed,0.9
2851,7646163,25.0,54.0,117.0,143.0,Control,339.0,84.8,succeed,1.41
2852,3220136,23.0,65.0,39.0,122.0,Control,249.0,62.2,succeed,1.04
2853,5370538,24.0,22.0,35.0,115.0,Control,196.0,49.0,succeed,0.82
2854,1368232,9.0,34.0,31.0,101.0,Test,175.0,43.8,succeed,0.73
2855,825006,5.0,4.0,70.0,64.0,Control,143.0,35.8,succeed,0.6
2856,7506131,20.0,24.0,23.0,75.0,Test,142.0,35.5,succeed,0.59
2857,3211203,57.0,97.0,41.0,195.0,Control,390.0,97.5,succeed,1.62
2858,6295175,77.0,34.0,88.0,131.0,Test,330.0,82.5,succeed,1.38
2859,207299,15.0,27.0,106.0,33.0,Control,181.0,45.2,succeed,0.75
2860,5444290,36.0,38.0,120.0,68.0,Control,262.0,65.5,succeed,1.09
2861,9298004,10.0,17.0,103.0,43.0,Test,173.0,43.2,succeed,0.72
2862,17008,50.0,18.0,128.0,130.0,Control,326.0,81.5,succeed,1.36
2863,8981285,5.0,19.0,16.0,27.0,Test,67.0,16.8,succeed,0.28
2864,4312503,86.0,11.0,190.0,411.0,Control,698.0,174.5,succeed,2.91
2865,1414990,4.0,21.0,49.0,42.0,Test,116.0,29.0,succeed,0.48
2866,5475948,5.0,11.0,109.0,175.0,Control,300.0,75.0,succeed,1.25
2867,1860858,28.0,6.0,21.0,56.0,Control,111.0,27.8,succeed,0.46
2868,594139,21.0,61.0,66.0,88.0,Test,236.0,59.0,succeed,0.98
2869,5842948,3.0,6.0,20.0,129.0,Control,158.0,39.5,succeed,0.66
2870,665193,8.0,26.0,118.0,34.0,Test,186.0,46.5,succeed,0.78
2871,1031274,10.0,41.0,22.0,70.0,Test,143.0,35.8,succeed,0.6
2872,2253299,9.0,86.0,86.0,321.0,Test,502.0,125.5,succeed,2.09
2873,8772673,26.0,66.0,66.0,513.0,Test,671.0,167.8,succeed,2.8
2874,8660015,67.0,24.0,43.0,451.0,Test,585.0,146.2,succeed,2.44
2875,1580339,9.0,8.0,52.0,65.0,Control,134.0,33.5,succeed,0.56
2876,2517151,26.0,7.0,78.0,110.0,Control,221.0,55.2,succeed,0.92
2877,4894618,13.0,65.0,117.0,180.0,Test,375.0,93.8,succeed,1.56
2878,837361,10.0,6.0,83.0,68.0,Control,167.0,41.8,succeed,0.7
2879,6748736,35.0,39.0,62.0,196.0,Control,332.0,83.0,succeed,1.38
2880,5847845,78.0,17.0,130.0,193.0,Control,418.0,104.5,succeed,1.74
2881,8086229,5.0,4.0,106.0,33.0,Control,148.0,37.0,succeed,0.62
2882,6417081,61.0,8.0,14.0,19.0,Test,102.0,25.5,succeed,0.42
2883,8728781,20.0,23.0,35.0,55.0,Test,133.0,33.2,succeed,0.55
2884,5316892,46.0,25.0,52.0,170.0,Control,293.0,73.2,succeed,1.22
2885,6968934,49.0,49.0,130.0,294.0,Control,522.0,130.5,succeed,2.17
2886,5798723,16.0,46.0,37.0,38.0,Test,137.0,34.2,succeed,0.57
2887,6663642,8.0,14.0,84.0,31.0,Test,137.0,34.2,succeed,0.57
2888,8120821,111.0,104.0,63.0,198.0,Control,476.0,119.0,succeed,1.98
2889,3641009,4.0,26.0,48.0,83.0,Test,161.0,40.2,succeed,0.67
2890,3167355,11.0,45.0,47.0,95.0,Test,198.0,49.5,succeed,0.82
2891,3868916,12.0,11.0,100.0,64.0,Control,187.0,46.8,succeed,0.78
2892,92137,9.0,49.0,59.0,19.0,Test,136.0,34.0,succeed,0.57
2893,8405619,10.0,28.0,135.0,36.0,Test,209.0,52.2,succeed,0.87
2894,7940827,46.0,17.0,182.0,148.0,Control,393.0,98.2,succeed,1.64
2895,9069548,12.0,13.0,56.0,258.0,Test,339.0,84.8,succeed,1.41
2896,1078275,476.0,124.0,85.0,92.0,Control,777.0,194.2,succeed,3.24
2897,1963145,53.0,12.0,99.0,185.0,Control,349.0,87.2,succeed,1.45
2898,4684538,5.0,24.0,35.0,84.0,Test,148.0,37.0,succeed,0.62
2899,7858433,6.0,28.0,57.0,36.0,Test,127.0,31.8,succeed,0.53
2900,415277,60.0,146.0,66.0,358.0,Control,630.0,157.5,succeed,2.62
2901,3853105,17.0,74.0,96.0,32.0,Control,219.0,54.8,succeed,0.91
2902,2163599,8.0,19.0,49.0,63.0,Control,139.0,34.8,succeed,0.58
2903,1862530,27.0,44.0,40.0,128.0,Test,239.0,59.8,succeed,1.0
2904,2392260,3.0,44.0,16.0,51.0,Test,114.0,28.5,succeed,0.48
2905,7704425,10.0,20.0,158.0,29.0,Test,217.0,54.2,succeed,0.9
2906,4777891,7.0,17.0,143.0,45.0,Test,212.0,53.0,succeed,0.88
2907,5317123,24.0,28.0,129.0,44.0,Control,225.0,56.2,succeed,0.94
2908,3896264,45.0,43.0,122.0,171.0,Control,381.0,95.2,succeed,1.59
2909,8453877,8.0,25.0,59.0,74.0,Test,166.0,41.5,succeed,0.69
2910,4356801,3.0,19.0,40.0,19.0,Test,81.0,20.2,succeed,0.34
2911,8233227,17.0,20.0,212.0,82.0,Test,331.0,82.8,succeed,1.38
